epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,333.76,1.04088,1.66273,1.42099,0.70964,0.71143,0.76167,0.59701,0.92566,1.15182,1.07438,0.000271168,0.000271168,0.000271168
29,344.899,1.03346,1.67042,1.41827,0.77374,0.68823,0.77312,0.60376,0.94411,1.19896,1.09487,0.000269618,0.000269618,0.000269618
30,356.179,1.03868,1.63867,1.41996,0.76233,0.76155,0.79713,0.63318,0.9259,1.04767,1.07789,0.000268069,0.000268069,0.000268069
31,367.807,1.03017,1.60126,1.40793,0.6655,0.7423,0.7622,0.58929,0.95425,1.18755,1.09299,0.00026652,0.00026652,0.00026652
32,378.97,1.00155,1.56841,1.40121,0.70664,0.74803,0.78125,0.60595,0.94152,1.12276,1.07694,0.00026497,0.00026497,0.00026497
33,390.288,1.01547,1.57946,1.40335,0.79674,0.69312,0.77642,0.6026,0.94186,1.17968,1.08949,0.000263421,0.000263421,0.000263421
34,401.509,0.99502,1.55164,1.39083,0.78194,0.71501,0.79488,0.6221,0.93976,1.06745,1.06967,0.000261871,0.000261871,0.000261871
35,412.594,0.99772,1.53249,1.38171,0.73299,0.7551,0.80134,0.63072,0.93252,1.06347,1.07013,0.000260322,0.000260322,0.000260322
36,423.668,0.9828,1.5134,1.37658,0.72463,0.7754,0.79713,0.62993,0.91723,1.0667,1.04803,0.000258773,0.000258773,0.000258773
37,434.862,0.98516,1.50209,1.37777,0.7894,0.71734,0.79403,0.61984,0.93302,1.07356,1.07249,0.000257223,0.000257223,0.000257223
38,446.006,0.98612,1.50358,1.37606,0.81588,0.71197,0.8153,0.63191,0.9431,1.04993,1.06699,0.000255674,0.000255674,0.000255674
39,457.393,0.986,1.48567,1.37306,0.80121,0.75896,0.82855,0.6482,0.94015,0.96675,1.07373,0.000254125,0.000254125,0.000254125
40,468.581,0.96862,1.45555,1.36694,0.75562,0.77341,0.82221,0.63954,0.91783,1.03752,1.05952,0.000252575,0.000252575,0.000252575
41,479.756,0.98453,1.49628,1.38476,0.7701,0.7665,0.82284,0.64294,0.91637,0.96375,1.05893,0.000251026,0.000251026,0.000251026
42,490.756,0.96624,1.45884,1.36114,0.72999,0.7615,0.80538,0.62883,0.93414,1.01429,1.07653,0.000249477,0.000249477,0.000249477
43,501.81,0.95516,1.46243,1.35787,0.79736,0.74889,0.8262,0.64747,0.91529,0.95308,1.05375,0.000247927,0.000247927,0.000247927
44,512.805,0.95674,1.41755,1.34806,0.73591,0.78954,0.81181,0.63304,0.93474,0.99743,1.08255,0.000246378,0.000246378,0.000246378
45,523.944,0.94324,1.40221,1.34724,0.78644,0.75224,0.83787,0.65133,0.93412,0.95711,1.07069,0.000244829,0.000244829,0.000244829
46,535.223,0.94425,1.41184,1.34858,0.76291,0.79322,0.83764,0.65153,0.94211,0.97253,1.07839,0.000243279,0.000243279,0.000243279
47,546.398,0.94777,1.37957,1.34345,0.83585,0.72341,0.81667,0.63289,0.94458,0.93808,1.06725,0.00024173,0.00024173,0.00024173
48,557.701,0.92722,1.36394,1.33687,0.74827,0.72556,0.79581,0.60923,0.94969,1.01223,1.08874,0.000240181,0.000240181,0.000240181
49,568.683,0.94133,1.40674,1.35065,0.81855,0.70841,0.8248,0.64535,0.92764,0.98614,1.06086,0.000238631,0.000238631,0.000238631
50,579.715,0.9185,1.33927,1.33035,0.85826,0.71339,0.82929,0.64568,0.91438,0.91204,1.0528,0.000237082,0.000237082,0.000237082
51,590.682,0.94128,1.3577,1.34028,0.75307,0.80736,0.83155,0.65013,0.93875,0.95128,1.06934,0.000235533,0.000235533,0.000235533
52,601.991,0.92442,1.33975,1.34091,0.84524,0.73442,0.85098,0.66424,0.91628,0.86517,1.05345,0.000233983,0.000233983,0.000233983
53,613.334,0.91764,1.33661,1.3318,0.7986,0.78986,0.85137,0.66096,0.90305,0.88461,1.0437,0.000232434,0.000232434,0.000232434
54,624.435,0.92093,1.33407,1.33185,0.79813,0.74792,0.82927,0.64896,0.89435,0.93202,1.03338,0.000230884,0.000230884,0.000230884
55,635.528,0.91443,1.3187,1.3271,0.85864,0.76835,0.84497,0.65713,0.9109,0.88555,1.0505,0.000229335,0.000229335,0.000229335
56,646.611,0.92262,1.33085,1.33638,0.78626,0.77916,0.81688,0.64313,0.90056,0.99709,1.05303,0.000227786,0.000227786,0.000227786
57,657.764,0.92057,1.32598,1.32433,0.79225,0.71318,0.80975,0.63348,0.93532,1.03668,1.06903,0.000226236,0.000226236,0.000226236
58,668.798,0.9125,1.29885,1.32101,0.79576,0.76664,0.84296,0.66303,0.9069,0.89824,1.05046,0.000224687,0.000224687,0.000224687
59,679.902,0.92285,1.33201,1.32952,0.78412,0.80287,0.84942,0.67138,0.89635,0.87755,1.04038,0.000223138,0.000223138,0.000223138
60,691.07,0.88878,1.27284,1.30675,0.80852,0.77308,0.84388,0.66618,0.90575,0.92039,1.05412,0.000221588,0.000221588,0.000221588
61,702.129,0.88217,1.2453,1.30683,0.79022,0.7779,0.84573,0.6584,0.93139,0.90314,1.0767,0.000220039,0.000220039,0.000220039
62,713.377,0.90956,1.27729,1.32324,0.78492,0.78656,0.86405,0.66512,0.91653,0.92313,1.04347,0.00021849,0.00021849,0.00021849
63,724.546,0.8928,1.26013,1.30854,0.75559,0.80429,0.8463,0.6548,0.91425,0.89646,1.04678,0.00021694,0.00021694,0.00021694
64,735.625,0.88769,1.24168,1.30616,0.72888,0.8672,0.86374,0.67735,0.88636,0.83922,1.02853,0.000215391,0.000215391,0.000215391
65,746.87,0.8813,1.24332,1.30834,0.8368,0.77489,0.84755,0.66902,0.88624,0.84877,1.0332,0.000213842,0.000213842,0.000213842
66,757.907,0.87633,1.21688,1.29616,0.79575,0.77178,0.83621,0.6566,0.89964,0.9523,1.0511,0.000212292,0.000212292,0.000212292
67,769.035,0.89542,1.24249,1.30642,0.84494,0.75426,0.84472,0.66757,0.89879,0.87971,1.04705,0.000210743,0.000210743,0.000210743
68,780.254,0.88737,1.24388,1.29975,0.80152,0.84601,0.87099,0.68337,0.89673,0.78998,1.03824,0.000209194,0.000209194,0.000209194
69,791.486,0.89019,1.23003,1.3016,0.83149,0.79605,0.86811,0.67765,0.90205,0.80821,1.04719,0.000207644,0.000207644,0.000207644
70,802.485,0.87085,1.21826,1.29522,0.83927,0.75101,0.83294,0.65004,0.9388,0.88212,1.07384,0.000206095,0.000206095,0.000206095
71,813.524,0.8748,1.20949,1.298,0.85075,0.77992,0.86942,0.68185,0.90096,0.81831,1.04282,0.000204545,0.000204545,0.000204545
72,824.525,0.8624,1.20743,1.29422,0.84291,0.79128,0.86518,0.67497,0.90602,0.80757,1.04529,0.000202996,0.000202996,0.000202996
73,835.613,0.86993,1.22781,1.29488,0.85398,0.81432,0.88547,0.68816,0.91249,0.80804,1.04643,0.000201447,0.000201447,0.000201447
74,846.87,0.85599,1.19015,1.28586,0.84706,0.78056,0.86158,0.66777,0.91911,0.86737,1.0557,0.000199897,0.000199897,0.000199897
75,858.043,0.85508,1.17426,1.28498,0.79766,0.81192,0.8649,0.67362,0.90176,0.81545,1.04556,0.000198348,0.000198348,0.000198348
76,869.187,0.85368,1.17738,1.27635,0.84977,0.79641,0.87676,0.68325,0.89419,0.79653,1.03766,0.000196799,0.000196799,0.000196799
77,880.291,0.86037,1.17108,1.28376,0.83235,0.80258,0.8791,0.68365,0.9106,0.80511,1.04393,0.000195249,0.000195249,0.000195249
78,891.586,0.85377,1.14711,1.27963,0.84421,0.79004,0.8634,0.67514,0.90328,0.83523,1.04228,0.0001937,0.0001937,0.0001937
79,902.645,0.86951,1.18724,1.29921,0.83461,0.77982,0.86265,0.67177,0.91183,0.8241,1.04833,0.000192151,0.000192151,0.000192151
80,913.654,0.86277,1.19058,1.28897,0.86479,0.77447,0.86358,0.68011,0.90172,0.79294,1.04947,0.000190601,0.000190601,0.000190601
81,924.705,0.84311,1.16255,1.28014,0.77885,0.81915,0.85269,0.67373,0.89529,0.80034,1.04152,0.000189052,0.000189052,0.000189052
82,935.851,0.85481,1.16209,1.28197,0.76893,0.80518,0.84626,0.6682,0.90459,0.85187,1.03891,0.000187503,0.000187503,0.000187503
83,946.847,0.84627,1.15597,1.28086,0.83861,0.76568,0.85595,0.67346,0.89018,0.83891,1.03701,0.000185953,0.000185953,0.000185953
84,958.04,0.83165,1.14527,1.27257,0.79109,0.78293,0.8478,0.66423,0.89522,0.83307,1.03749,0.000184404,0.000184404,0.000184404
85,969.142,0.8473,1.13015,1.27626,0.80704,0.80528,0.85106,0.66677,0.90874,0.83222,1.04867,0.000182855,0.000182855,0.000182855
86,980.285,0.8538,1.14922,1.28141,0.76664,0.81413,0.84648,0.67046,0.88338,0.8723,1.02991,0.000181305,0.000181305,0.000181305
87,991.247,0.83316,1.12837,1.2737,0.84685,0.7553,0.85034,0.6706,0.88884,0.83376,1.0321,0.000179756,0.000179756,0.000179756
88,1002.2,0.83475,1.13831,1.27541,0.81487,0.77532,0.84295,0.65993,0.91152,0.83668,1.04706,0.000178207,0.000178207,0.000178207
89,1013.34,0.82895,1.10644,1.26155,0.80565,0.78283,0.84646,0.66498,0.90647,0.84198,1.04485,0.000176657,0.000176657,0.000176657
90,1024.41,0.83148,1.12394,1.26552,0.81607,0.78307,0.85341,0.67652,0.88237,0.83348,1.0318,0.000175108,0.000175108,0.000175108
91,1035.72,0.82961,1.09854,1.25646,0.80272,0.7579,0.84927,0.67269,0.87138,0.82875,1.02471,0.000173559,0.000173559,0.000173559
92,1046.73,0.81869,1.07754,1.25402,0.79636,0.80144,0.85818,0.67315,0.87876,0.82844,1.03158,0.000172009,0.000172009,0.000172009
93,1057.85,0.80728,1.07793,1.24987,0.84407,0.73418,0.84297,0.66307,0.88885,0.84921,1.03566,0.00017046,0.00017046,0.00017046
94,1068.96,0.81776,1.08577,1.25488,0.85941,0.76138,0.86813,0.68157,0.88945,0.80019,1.02949,0.00016891,0.00016891,0.00016891
95,1079.88,0.81882,1.10223,1.26492,0.8751,0.7745,0.86743,0.68135,0.89226,0.77267,1.03236,0.000167361,0.000167361,0.000167361
96,1090.94,0.82565,1.10508,1.25608,0.87655,0.80291,0.88019,0.69025,0.89124,0.752,1.03106,0.000165812,0.000165812,0.000165812
97,1102.25,0.81232,1.07954,1.25814,0.82683,0.81762,0.86518,0.67868,0.89926,0.78129,1.0433,0.000164262,0.000164262,0.000164262
98,1113.49,0.83942,1.12095,1.27309,0.82122,0.79539,0.86158,0.67492,0.89718,0.79523,1.0485,0.000162713,0.000162713,0.000162713
99,1124.64,0.80673,1.07087,1.25229,0.83277,0.82997,0.87581,0.68197,0.89582,0.76599,1.03718,0.000161164,0.000161164,0.000161164
100,1135.75,0.79759,1.05483,1.24831,0.83412,0.8174,0.87861,0.69002,0.89667,0.77638,1.03612,0.000159614,0.000159614,0.000159614
101,1146.9,0.80299,1.06635,1.24285,0.81835,0.84038,0.87422,0.68012,0.88895,0.76992,1.0313,0.000158065,0.000158065,0.000158065
102,1157.95,0.81621,1.09184,1.26141,0.86005,0.78559,0.87104,0.67795,0.89686,0.76318,1.04057,0.000156516,0.000156516,0.000156516
103,1169.1,0.79621,1.05557,1.23613,0.83284,0.84158,0.88064,0.68434,0.89651,0.7466,1.03665,0.000154966,0.000154966,0.000154966
104,1180.27,0.81203,1.06281,1.26148,0.85916,0.79144,0.87295,0.67781,0.89122,0.78295,1.03713,0.000153417,0.000153417,0.000153417
105,1191.56,0.78104,1.02481,1.23114,0.8584,0.82619,0.89003,0.69779,0.89088,0.73532,1.02724,0.000151868,0.000151868,0.000151868
106,1202.79,0.8109,1.05667,1.2458,0.84872,0.83075,0.87325,0.68324,0.90213,0.75746,1.03897,0.000150318,0.000150318,0.000150318
107,1213.91,0.79319,1.04139,1.23536,0.82759,0.82445,0.86674,0.68224,0.89078,0.77412,1.02893,0.000148769,0.000148769,0.000148769
108,1225.07,0.79176,1.04603,1.23769,0.82463,0.77821,0.84898,0.67202,0.90219,0.78462,1.05414,0.00014722,0.00014722,0.00014722
109,1236.07,0.79057,1.03542,1.24009,0.85836,0.76621,0.85649,0.67609,0.88934,0.80147,1.03262,0.00014567,0.00014567,0.00014567
110,1247.06,0.7992,1.03585,1.24753,0.8032,0.85032,0.87385,0.68389,0.89669,0.7541,1.03873,0.000144121,0.000144121,0.000144121
111,1257.96,0.80816,1.05469,1.24209,0.85597,0.80137,0.86225,0.67368,0.91961,0.77117,1.05717,0.000142572,0.000142572,0.000142572
112,1268.97,0.79329,1.03423,1.24427,0.80734,0.82795,0.86315,0.67542,0.91071,0.78188,1.0424,0.000141022,0.000141022,0.000141022
113,1280.07,0.79315,1.03754,1.24243,0.84015,0.80087,0.87339,0.68253,0.91022,0.76404,1.04279,0.000139473,0.000139473,0.000139473
114,1291.13,0.78917,1.02785,1.23534,0.86391,0.77588,0.86474,0.6674,0.934,0.80138,1.06348,0.000137923,0.000137923,0.000137923
115,1302.38,0.77899,0.99906,1.22608,0.87369,0.79281,0.87218,0.67955,0.91252,0.76129,1.04912,0.000136374,0.000136374,0.000136374
116,1313.38,0.78268,1.00204,1.22983,0.83602,0.79826,0.87278,0.67794,0.91705,0.78218,1.05098,0.000134825,0.000134825,0.000134825
117,1324.36,0.78553,1.02131,1.23485,0.85207,0.79851,0.86968,0.67453,0.91888,0.76058,1.05299,0.000133275,0.000133275,0.000133275
118,1335.54,0.77385,0.9954,1.22491,0.77321,0.84273,0.86371,0.67795,0.89818,0.78248,1.03319,0.000131726,0.000131726,0.000131726
119,1346.66,0.79075,1.0161,1.23096,0.82595,0.83086,0.8598,0.67046,0.90561,0.77938,1.04128,0.000130177,0.000130177,0.000130177
120,1357.74,0.78641,1.028,1.24674,0.90385,0.74162,0.86311,0.67236,0.8971,0.78019,1.04175,0.000128627,0.000128627,0.000128627
121,1368.84,0.77505,1.00575,1.22883,0.87237,0.76326,0.86386,0.67961,0.88304,0.77773,1.03728,0.000127078,0.000127078,0.000127078
122,1379.89,0.77581,0.99292,1.23052,0.84439,0.80664,0.8733,0.68332,0.89025,0.76653,1.03392,0.000125529,0.000125529,0.000125529
123,1391.12,0.77309,0.99377,1.22901,0.88035,0.77049,0.86413,0.67907,0.90128,0.7549,1.04155,0.000123979,0.000123979,0.000123979
124,1402.14,0.77442,1.00601,1.22768,0.82186,0.82569,0.87203,0.6804,0.9045,0.76189,1.03997,0.00012243,0.00012243,0.00012243
125,1413.24,0.7634,0.96249,1.21129,0.85865,0.79375,0.87439,0.6878,0.88427,0.74236,1.03765,0.000120881,0.000120881,0.000120881
126,1424.29,0.74172,0.93947,1.2011,0.83528,0.8076,0.87569,0.68429,0.90728,0.74484,1.04232,0.000119331,0.000119331,0.000119331
127,1435.2,0.75937,0.96607,1.21229,0.83349,0.81208,0.87572,0.6905,0.89844,0.73603,1.04032,0.000117782,0.000117782,0.000117782
128,1446.4,0.77424,0.99182,1.22695,0.81576,0.80431,0.86343,0.67547,0.89922,0.77871,1.04169,0.000116233,0.000116233,0.000116233
129,1457.52,0.76418,0.98136,1.22488,0.81035,0.83538,0.86859,0.6833,0.89773,0.74083,1.03741,0.000114683,0.000114683,0.000114683
130,1468.61,0.76039,0.97057,1.21567,0.82885,0.80336,0.86562,0.67562,0.89941,0.75232,1.03653,0.000113134,0.000113134,0.000113134
131,1479.79,0.78151,0.99735,1.22722,0.88017,0.77021,0.86871,0.67975,0.91608,0.74297,1.05166,0.000111585,0.000111585,0.000111585
132,1490.93,0.75101,0.96001,1.21154,0.84755,0.80732,0.87525,0.68808,0.90061,0.73954,1.03733,0.000110035,0.000110035,0.000110035
133,1502.06,0.7637,0.97351,1.22248,0.84896,0.8064,0.877,0.68322,0.89418,0.73282,1.03449,0.000108486,0.000108486,0.000108486
134,1513.28,0.76264,0.96501,1.21474,0.85785,0.79461,0.88092,0.68628,0.89565,0.72942,1.03913,0.000106936,0.000106936,0.000106936
135,1524.21,0.73855,0.94238,1.20579,0.86035,0.7774,0.86929,0.68152,0.89988,0.75646,1.03861,0.000105387,0.000105387,0.000105387
136,1535.38,0.74697,0.95501,1.20852,0.81434,0.82872,0.8667,0.67728,0.90237,0.74447,1.04449,0.000103838,0.000103838,0.000103838
137,1546.27,0.75056,0.96329,1.2182,0.84258,0.79172,0.8658,0.6762,0.89398,0.74741,1.03689,0.000102288,0.000102288,0.000102288
138,1557.35,0.7539,0.96424,1.2105,0.87163,0.79229,0.87963,0.68673,0.89322,0.73882,1.03261,0.000100739,0.000100739,0.000100739
139,1568.46,0.73348,0.92922,1.18933,0.86461,0.79148,0.87911,0.68684,0.90578,0.72574,1.04447,9.91897e-05,9.91897e-05,9.91897e-05
140,1579.58,0.76068,0.98752,1.21643,0.84054,0.77759,0.85719,0.66728,0.91175,0.76561,1.05261,9.76404e-05,9.76404e-05,9.76404e-05
141,1590.9,0.7474,0.94606,1.20275,0.80978,0.81472,0.87089,0.68199,0.89735,0.73474,1.03709,9.6091e-05,9.6091e-05,9.6091e-05
142,1602.07,0.72182,0.91141,1.18719,0.85477,0.82791,0.87921,0.68599,0.90022,0.70977,1.03464,9.45417e-05,9.45417e-05,9.45417e-05
143,1613.02,0.74441,0.94022,1.20133,0.8373,0.80681,0.87182,0.68605,0.89735,0.73626,1.03494,9.29923e-05,9.29923e-05,9.29923e-05
144,1624.16,0.73648,0.94041,1.20678,0.81839,0.8119,0.86585,0.67536,0.9069,0.74832,1.04187,9.1443e-05,9.1443e-05,9.1443e-05
145,1635.19,0.73997,0.94111,1.21124,0.84505,0.81743,0.87931,0.68891,0.90121,0.72355,1.04466,8.98936e-05,8.98936e-05,8.98936e-05
146,1646.43,0.74449,0.94413,1.20002,0.8619,0.78678,0.8742,0.68889,0.89405,0.74744,1.03725,8.83443e-05,8.83443e-05,8.83443e-05
147,1657.64,0.74898,0.95609,1.20646,0.85508,0.81636,0.8816,0.69808,0.88553,0.72016,1.03131,8.67949e-05,8.67949e-05,8.67949e-05
148,1668.97,0.73968,0.94101,1.2077,0.84811,0.81192,0.87794,0.69199,0.89606,0.73996,1.03438,8.52456e-05,8.52456e-05,8.52456e-05
149,1680.18,0.74461,0.94514,1.20715,0.82648,0.83342,0.88624,0.69954,0.90155,0.72764,1.03813,8.36962e-05,8.36962e-05,8.36962e-05
150,1691.37,0.72844,0.91952,1.19908,0.86173,0.78964,0.87215,0.68017,0.89121,0.75631,1.03816,8.21469e-05,8.21469e-05,8.21469e-05
151,1702.34,0.73388,0.93032,1.20535,0.82148,0.81184,0.87156,0.68441,0.89269,0.74511,1.0362,8.05975e-05,8.05975e-05,8.05975e-05
152,1713.58,0.73684,0.94065,1.20475,0.8226,0.80979,0.86606,0.67796,0.89646,0.73484,1.04112,7.90482e-05,7.90482e-05,7.90482e-05
153,1724.83,0.74822,0.93968,1.20017,0.8364,0.8201,0.87895,0.68649,0.88157,0.72677,1.03274,7.74988e-05,7.74988e-05,7.74988e-05
154,1735.98,0.74444,0.95435,1.20888,0.82759,0.82011,0.86767,0.68409,0.89989,0.7267,1.04272,7.59495e-05,7.59495e-05,7.59495e-05
155,1747.25,0.73309,0.93018,1.20147,0.8007,0.82492,0.85371,0.67093,0.90011,0.77057,1.0423,7.44001e-05,7.44001e-05,7.44001e-05
156,1758.34,0.72777,0.9252,1.20024,0.84788,0.79963,0.88125,0.69123,0.88789,0.72449,1.0305,7.28507e-05,7.28507e-05,7.28507e-05
157,1769.54,0.7286,0.90951,1.19402,0.88393,0.80353,0.88186,0.69445,0.88836,0.72948,1.02677,7.13014e-05,7.13014e-05,7.13014e-05
158,1780.63,0.72699,0.92984,1.20556,0.81132,0.83483,0.87682,0.68474,0.895,0.7437,1.0369,6.9752e-05,6.9752e-05,6.9752e-05
159,1791.72,0.70665,0.89112,1.18314,0.80808,0.84638,0.87447,0.68595,0.88617,0.72829,1.02922,6.82027e-05,6.82027e-05,6.82027e-05
160,1802.93,0.72071,0.91516,1.19331,0.84559,0.79894,0.8711,0.68541,0.8922,0.74411,1.03246,6.66533e-05,6.66533e-05,6.66533e-05
161,1814.13,0.74336,0.93376,1.20971,0.84095,0.82339,0.8775,0.68499,0.88908,0.71812,1.03264,6.5104e-05,6.5104e-05,6.5104e-05
162,1825.36,0.73764,0.93851,1.20135,0.84437,0.80253,0.86466,0.67554,0.90276,0.75212,1.03884,6.35546e-05,6.35546e-05,6.35546e-05
163,1836.61,0.72197,0.91715,1.18837,0.81672,0.82427,0.87378,0.68354,0.90218,0.73248,1.04292,6.20053e-05,6.20053e-05,6.20053e-05
164,1847.73,0.72362,0.92237,1.19814,0.81202,0.83282,0.87675,0.6839,0.89508,0.73416,1.03304,6.0456e-05,6.0456e-05,6.0456e-05
165,1858.82,0.71232,0.89399,1.18521,0.84773,0.81525,0.87622,0.68814,0.88672,0.72601,1.03468,5.89066e-05,5.89066e-05,5.89066e-05
166,1869.94,0.70374,0.87546,1.18101,0.85842,0.78493,0.87056,0.67967,0.88984,0.74248,1.03562,5.73573e-05,5.73573e-05,5.73573e-05
167,1881.12,0.71611,0.89747,1.18314,0.84378,0.77859,0.866,0.67533,0.89414,0.73534,1.03741,5.58079e-05,5.58079e-05,5.58079e-05
168,1892.36,0.71054,0.90816,1.18351,0.78668,0.84782,0.87023,0.68032,0.89429,0.73071,1.04182,5.42586e-05,5.42586e-05,5.42586e-05
169,1903.49,0.70641,0.8917,1.17304,0.8333,0.819,0.88577,0.69144,0.89588,0.70885,1.04204,5.27092e-05,5.27092e-05,5.27092e-05
170,1914.72,0.71499,0.89813,1.18321,0.82561,0.85434,0.89395,0.69926,0.89254,0.69815,1.03668,5.11599e-05,5.11599e-05,5.11599e-05
171,1926.01,0.69632,0.87868,1.1679,0.8375,0.81387,0.87029,0.67895,0.89234,0.72587,1.03599,4.96105e-05,4.96105e-05,4.96105e-05
172,1937.05,0.70627,0.893,1.18387,0.84601,0.82335,0.87037,0.67996,0.89867,0.71873,1.03833,4.80612e-05,4.80612e-05,4.80612e-05
173,1948.26,0.711,0.89665,1.18396,0.84013,0.82623,0.87913,0.6876,0.89762,0.71566,1.03838,4.65118e-05,4.65118e-05,4.65118e-05
174,1959.41,0.70397,0.88939,1.18757,0.83843,0.82927,0.87861,0.68422,0.89632,0.71682,1.03891,4.49625e-05,4.49625e-05,4.49625e-05
175,1970.46,0.70592,0.89258,1.19274,0.86326,0.8095,0.87806,0.68855,0.89417,0.71938,1.03555,4.34131e-05,4.34131e-05,4.34131e-05
176,1981.67,0.69635,0.86368,1.17204,0.82497,0.83447,0.87822,0.68862,0.89111,0.7163,1.03498,4.18638e-05,4.18638e-05,4.18638e-05
177,1992.91,0.71761,0.89926,1.19138,0.81488,0.82481,0.87291,0.68001,0.89385,0.72911,1.04176,4.03144e-05,4.03144e-05,4.03144e-05
