epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,39.9604,1.14386,2.61656,1.19774,0.32008,0.41783,0.33879,0.26881,1.00119,2.17998,1.1113,0.00027375,0.00027375,0.00027375
21,41.8121,1.1224,2.5719,1.19405,0.26467,0.43441,0.35531,0.27651,0.98303,2.0862,1.11907,0.000271684,0.000271684,0.000271684
22,43.6018,1.11499,2.48326,1.2241,0.31065,0.41513,0.37287,0.29344,0.98553,2.04843,1.14155,0.000269618,0.000269618,0.000269618
23,45.4793,1.0792,2.31559,1.20126,0.3226,0.44967,0.38243,0.30228,0.97638,2.02243,1.14637,0.000267552,0.000267552,0.000267552
24,47.3431,1.05148,2.2108,1.18822,0.37088,0.42554,0.39927,0.31305,0.97383,1.99176,1.14473,0.000265487,0.000265487,0.000265487
25,49.1957,1.06879,2.24219,1.16751,0.45209,0.4279,0.42777,0.33092,0.96811,1.97498,1.15374,0.000263421,0.000263421,0.000263421
26,50.9923,1.11936,2.28742,1.20992,0.41083,0.49336,0.44581,0.34889,0.96673,1.91891,1.14604,0.000261355,0.000261355,0.000261355
27,52.777,1.10506,2.18464,1.22606,0.41136,0.50775,0.43978,0.34472,0.96698,1.87562,1.14103,0.000259289,0.000259289,0.000259289
28,54.5322,1.10304,2.02369,1.22102,0.41658,0.46805,0.44472,0.34969,0.965,1.79444,1.13065,0.000257223,0.000257223,0.000257223
29,56.414,1.12125,2.16739,1.2243,0.37129,0.50505,0.45064,0.354,0.94803,1.79177,1.11375,0.000255158,0.000255158,0.000255158
30,58.4237,1.13808,2.2048,1.22382,0.39062,0.53241,0.46239,0.36143,0.95917,1.75091,1.1234,0.000253092,0.000253092,0.000253092
31,60.3209,1.06128,1.9228,1.20341,0.42121,0.54447,0.48255,0.38081,0.94277,1.70585,1.11171,0.000251026,0.000251026,0.000251026
32,62.0467,1.03068,1.91714,1.17229,0.45069,0.56475,0.50201,0.39492,0.9219,1.68175,1.09326,0.00024896,0.00024896,0.00024896
33,63.7659,1.03913,1.86255,1.1536,0.46759,0.58692,0.52299,0.4062,0.92865,1.64659,1.09398,0.000246894,0.000246894,0.000246894
34,65.5932,1.00883,1.85989,1.13089,0.41265,0.59086,0.53219,0.41224,0.94151,1.62973,1.10905,0.000244829,0.000244829,0.000244829
35,67.3031,1.008,1.84923,1.15609,0.42553,0.58502,0.53798,0.41581,0.94161,1.63432,1.11478,0.000242763,0.000242763,0.000242763
36,69.1087,0.99501,1.72239,1.16038,0.44863,0.52969,0.53967,0.42198,0.93882,1.63452,1.12362,0.000240697,0.000240697,0.000240697
37,70.9447,1.0531,1.84151,1.18941,0.43653,0.54434,0.53817,0.42789,0.91816,1.62411,1.11501,0.000238631,0.000238631,0.000238631
38,72.7602,1.01109,1.82888,1.15931,0.44638,0.57192,0.5511,0.43369,0.91702,1.58076,1.11319,0.000236565,0.000236565,0.000236565
39,74.5259,0.97387,1.68545,1.15998,0.44,0.5849,0.56435,0.44207,0.92762,1.56253,1.11977,0.0002345,0.0002345,0.0002345
40,76.4065,1.02515,1.74416,1.17215,0.45253,0.602,0.57605,0.44896,0.93411,1.52398,1.12213,0.000232434,0.000232434,0.000232434
41,78.3734,1.09149,1.81052,1.22234,0.50772,0.56536,0.57286,0.447,0.95128,1.50809,1.12942,0.000230368,0.000230368,0.000230368
42,80.1706,1.05199,1.82203,1.18046,0.46874,0.59139,0.56569,0.44454,0.94136,1.52975,1.12405,0.000228302,0.000228302,0.000228302
43,81.8811,1.00372,1.73239,1.17105,0.46029,0.59946,0.57168,0.44838,0.93632,1.53326,1.11902,0.000226236,0.000226236,0.000226236
44,83.6631,0.9871,1.62046,1.13763,0.48829,0.59322,0.58273,0.45829,0.91771,1.51859,1.10816,0.000224171,0.000224171,0.000224171
45,85.6764,1.03146,1.711,1.18882,0.56692,0.56478,0.58229,0.45643,0.92207,1.49723,1.11667,0.000222105,0.000222105,0.000222105
46,87.4456,1.03978,1.66114,1.17118,0.5847,0.5819,0.59607,0.46312,0.94408,1.47793,1.12671,0.000220039,0.000220039,0.000220039
47,89.2066,0.94617,1.64466,1.12188,0.51865,0.62063,0.59228,0.45675,0.95477,1.48488,1.13067,0.000217973,0.000217973,0.000217973
48,91.2212,0.96847,1.55585,1.15239,0.49082,0.62765,0.59595,0.45765,0.95035,1.47018,1.12126,0.000215907,0.000215907,0.000215907
49,92.9806,0.94505,1.58909,1.10914,0.5101,0.64235,0.61637,0.47653,0.93321,1.4567,1.10889,0.000213842,0.000213842,0.000213842
50,94.7484,0.96213,1.59738,1.12727,0.53809,0.65482,0.62711,0.48784,0.93163,1.43434,1.10402,0.000211776,0.000211776,0.000211776
51,96.6204,0.95867,1.59397,1.12055,0.55731,0.6453,0.63728,0.49897,0.92527,1.40844,1.09505,0.00020971,0.00020971,0.00020971
52,98.5957,0.92276,1.54169,1.13638,0.54084,0.68906,0.65456,0.51611,0.91504,1.35873,1.08415,0.000207644,0.000207644,0.000207644
53,100.594,1.0532,1.6049,1.19192,0.57585,0.6896,0.66439,0.52404,0.9227,1.33059,1.08191,0.000205578,0.000205578,0.000205578
54,102.397,0.98521,1.49958,1.16147,0.60132,0.67033,0.67667,0.53046,0.91209,1.2897,1.08427,0.000203513,0.000203513,0.000203513
55,104.163,0.94172,1.45579,1.12803,0.59544,0.68369,0.67468,0.52756,0.92555,1.28563,1.09929,0.000201447,0.000201447,0.000201447
56,105.993,0.95086,1.47506,1.13468,0.61935,0.64724,0.682,0.53132,0.92749,1.2901,1.10356,0.000199381,0.000199381,0.000199381
57,107.8,0.86042,1.29404,1.09193,0.63108,0.65815,0.68676,0.53878,0.92004,1.27755,1.09893,0.000197315,0.000197315,0.000197315
58,109.686,0.92716,1.43328,1.12594,0.6602,0.65483,0.69683,0.54937,0.9011,1.27209,1.08042,0.000195249,0.000195249,0.000195249
59,111.553,0.92204,1.45338,1.11748,0.67311,0.66221,0.69464,0.54849,0.89902,1.27047,1.07827,0.000193184,0.000193184,0.000193184
60,113.438,0.89535,1.43569,1.10167,0.64369,0.67372,0.70062,0.55518,0.91193,1.2257,1.09288,0.000191118,0.000191118,0.000191118
61,115.357,0.90865,1.37363,1.11503,0.66746,0.67909,0.70997,0.56113,0.91972,1.1971,1.10171,0.000189052,0.000189052,0.000189052
62,117.133,0.93892,1.36188,1.14104,0.66041,0.6718,0.71263,0.56565,0.91574,1.19968,1.09388,0.000186986,0.000186986,0.000186986
63,118.916,0.89922,1.2936,1.09487,0.70575,0.66668,0.71899,0.56814,0.91136,1.21179,1.09056,0.00018492,0.00018492,0.00018492
64,120.798,0.89269,1.33579,1.08872,0.65472,0.67868,0.72154,0.57151,0.90112,1.2235,1.08636,0.000182855,0.000182855,0.000182855
65,122.674,0.89618,1.33198,1.10982,0.64492,0.71421,0.72296,0.56683,0.9074,1.20639,1.09517,0.000180789,0.000180789,0.000180789
66,124.548,0.89453,1.25538,1.09175,0.62172,0.74533,0.73155,0.57728,0.90807,1.18724,1.09101,0.000178723,0.000178723,0.000178723
67,126.511,0.86141,1.18624,1.08283,0.67388,0.70215,0.74344,0.58454,0.91501,1.18207,1.09584,0.000176657,0.000176657,0.000176657
68,128.353,0.91642,1.23975,1.09133,0.74502,0.68408,0.74962,0.58451,0.92648,1.20835,1.10449,0.000174591,0.000174591,0.000174591
69,130.139,0.89925,1.28211,1.09397,0.70047,0.68195,0.73909,0.58195,0.91208,1.20352,1.09731,0.000172526,0.000172526,0.000172526
70,132.091,0.92123,1.30731,1.11822,0.72759,0.69717,0.74423,0.58892,0.90303,1.17406,1.09124,0.00017046,0.00017046,0.00017046
71,133.897,0.88784,1.22634,1.08445,0.73349,0.67551,0.74542,0.59141,0.89364,1.14591,1.08371,0.000168394,0.000168394,0.000168394
72,135.83,0.88372,1.29887,1.10549,0.6738,0.74323,0.75012,0.59102,0.9065,1.11551,1.08652,0.000166328,0.000166328,0.000166328
73,137.674,0.92174,1.29266,1.11788,0.712,0.7064,0.75178,0.58678,0.90445,1.08941,1.08707,0.000164262,0.000164262,0.000164262
74,139.63,0.88527,1.21665,1.1008,0.73685,0.72389,0.75684,0.59558,0.89894,1.08671,1.0802,0.000162197,0.000162197,0.000162197
75,141.455,0.86603,1.25836,1.08481,0.76302,0.69232,0.75448,0.59433,0.8999,1.10004,1.07832,0.000160131,0.000160131,0.000160131
76,143.292,0.9036,1.23739,1.08383,0.7672,0.68258,0.75571,0.59579,0.89956,1.10249,1.07508,0.000158065,0.000158065,0.000158065
77,145.092,0.86532,1.20215,1.09941,0.76031,0.69132,0.76588,0.59979,0.90142,1.08869,1.08184,0.000155999,0.000155999,0.000155999
78,146.944,0.87339,1.19347,1.07518,0.77749,0.69165,0.76348,0.59479,0.90297,1.08816,1.08648,0.000153933,0.000153933,0.000153933
79,148.652,0.85989,1.18131,1.07501,0.76176,0.69696,0.76287,0.59533,0.8987,1.08684,1.08363,0.000151868,0.000151868,0.000151868
80,150.469,0.85456,1.15673,1.09131,0.73539,0.71215,0.75716,0.5966,0.88987,1.07192,1.07668,0.000149802,0.000149802,0.000149802
81,152.31,0.88355,1.15631,1.09745,0.73026,0.72313,0.76695,0.60089,0.89835,1.06867,1.07708,0.000147736,0.000147736,0.000147736
82,154.165,0.87673,1.13528,1.0739,0.68882,0.74952,0.77641,0.60745,0.89818,1.06831,1.0763,0.00014567,0.00014567,0.00014567
83,155.96,0.89866,1.16152,1.10779,0.71156,0.72056,0.78021,0.60795,0.89998,1.06362,1.0796,0.000143604,0.000143604,0.000143604
84,157.761,0.84535,1.09739,1.08528,0.71813,0.70975,0.78543,0.61198,0.90218,1.06286,1.08284,0.000141539,0.000141539,0.000141539
85,159.609,0.87348,1.16838,1.1001,0.81754,0.67291,0.79967,0.6223,0.90352,1.05043,1.08874,0.000139473,0.000139473,0.000139473
86,161.464,0.85938,1.09755,1.09421,0.74288,0.73591,0.81955,0.64076,0.90182,1.01765,1.08561,0.000137407,0.000137407,0.000137407
87,163.404,0.88594,1.14291,1.09001,0.77103,0.73835,0.82035,0.64178,0.89494,1.00976,1.08179,0.000135341,0.000135341,0.000135341
88,165.359,0.85251,1.13178,1.05913,0.77573,0.75162,0.81804,0.64179,0.88858,0.99206,1.07629,0.000133275,0.000133275,0.000133275
89,167.25,0.84731,1.10516,1.08856,0.8516,0.70522,0.81842,0.6405,0.89196,1.00257,1.07423,0.00013121,0.00013121,0.00013121
90,168.962,0.84187,1.10771,1.09498,0.76948,0.75895,0.81036,0.63403,0.897,1.01347,1.07419,0.000129144,0.000129144,0.000129144
91,170.736,0.80605,1.00147,1.04096,0.76266,0.75354,0.80875,0.63279,0.90234,1.01876,1.07588,0.000127078,0.000127078,0.000127078
92,172.504,0.81109,1.09647,1.05043,0.77694,0.75362,0.80016,0.62802,0.89318,1.03333,1.07333,0.000125012,0.000125012,0.000125012
93,174.216,0.84293,1.11596,1.09321,0.77093,0.74277,0.79634,0.62714,0.89351,1.03946,1.07491,0.000122946,0.000122946,0.000122946
94,176.031,0.83099,1.04242,1.06513,0.75674,0.74715,0.79921,0.62524,0.8981,1.02706,1.07766,0.000120881,0.000120881,0.000120881
95,177.822,0.8478,1.08045,1.08113,0.80833,0.7271,0.80308,0.63218,0.89624,1.02462,1.07622,0.000118815,0.000118815,0.000118815
96,179.711,0.79636,1.02032,1.05165,0.79151,0.72518,0.80351,0.63101,0.8893,1.01433,1.0737,0.000116749,0.000116749,0.000116749
97,181.514,0.81779,1.00601,1.04709,0.73965,0.75942,0.80891,0.63767,0.88515,1.01413,1.06908,0.000114683,0.000114683,0.000114683
98,183.319,0.84125,1.04238,1.05845,0.77213,0.73431,0.80981,0.63883,0.88678,1.02435,1.0679,0.000112617,0.000112617,0.000112617
99,185.066,0.84357,1.10174,1.07666,0.78919,0.71481,0.80522,0.63537,0.8884,1.03678,1.06978,0.000110552,0.000110552,0.000110552
100,186.805,0.80456,1.02267,1.04999,0.79838,0.72255,0.81088,0.63915,0.88495,1.02898,1.07024,0.000108486,0.000108486,0.000108486
101,188.443,0.83584,1.08078,1.07349,0.76521,0.75253,0.8131,0.63942,0.89018,1.00914,1.07503,0.00010642,0.00010642,0.00010642
102,190.198,0.84618,1.10222,1.05374,0.79053,0.74989,0.81034,0.63709,0.88826,1.00447,1.07649,0.000104354,0.000104354,0.000104354
103,192.212,0.80815,1.02261,1.06592,0.80423,0.74705,0.81239,0.64182,0.8894,1.00778,1.07895,0.000102288,0.000102288,0.000102288
104,194.07,0.82723,1.04942,1.07398,0.77998,0.7564,0.81302,0.64305,0.89335,1.00858,1.07892,0.000100223,0.000100223,0.000100223
105,195.997,0.83336,1.04363,1.07012,0.77585,0.73674,0.81348,0.64701,0.88928,1.00368,1.07318,9.81568e-05,9.81568e-05,9.81568e-05
106,197.827,0.83252,1.02056,1.09282,0.7416,0.76305,0.81465,0.64441,0.89038,0.9983,1.06555,9.6091e-05,9.6091e-05,9.6091e-05
107,199.468,0.83391,0.99736,1.0766,0.77083,0.73827,0.81182,0.6409,0.89332,1.00228,1.06528,9.40252e-05,9.40252e-05,9.40252e-05
108,201.266,0.83992,1.08418,1.08047,0.79128,0.74548,0.81839,0.64231,0.89566,0.97921,1.06677,9.19594e-05,9.19594e-05,9.19594e-05
109,203.094,0.79066,0.96139,1.04731,0.8246,0.72307,0.82468,0.6438,0.90501,0.96002,1.07563,8.98936e-05,8.98936e-05,8.98936e-05
110,204.978,0.81713,1.03666,1.06146,0.82871,0.72776,0.82498,0.64566,0.9033,0.94853,1.07934,8.78278e-05,8.78278e-05,8.78278e-05
111,206.728,0.82505,1.0575,1.062,0.80473,0.74223,0.8302,0.64909,0.89793,0.93782,1.07677,8.5762e-05,8.5762e-05,8.5762e-05
112,208.802,0.82209,1.01484,1.06205,0.82312,0.73028,0.82908,0.65176,0.89398,0.93588,1.07431,8.36962e-05,8.36962e-05,8.36962e-05
113,210.654,0.79965,1.01858,1.05429,0.75124,0.78399,0.83212,0.65074,0.8901,0.93623,1.06951,8.16304e-05,8.16304e-05,8.16304e-05
114,212.395,0.81703,0.96679,1.04451,0.82369,0.7187,0.83202,0.65455,0.88567,0.947,1.0678,7.95646e-05,7.95646e-05,7.95646e-05
115,214.133,0.81955,1.09531,1.05781,0.80127,0.74424,0.8358,0.65452,0.88912,0.94628,1.0717,7.74988e-05,7.74988e-05,7.74988e-05
116,216.058,0.77063,0.97759,1.0371,0.81187,0.73951,0.83395,0.65511,0.88956,0.95031,1.07438,7.5433e-05,7.5433e-05,7.5433e-05
117,218.033,0.77897,0.94188,1.03666,0.81835,0.74588,0.83613,0.6612,0.88643,0.94745,1.07469,7.33672e-05,7.33672e-05,7.33672e-05
118,219.991,0.83123,1.04297,1.07459,0.85925,0.72601,0.83894,0.66001,0.89477,0.95992,1.08087,7.13014e-05,7.13014e-05,7.13014e-05
119,221.703,0.82122,0.978,1.06529,0.85649,0.72921,0.83857,0.66114,0.89854,0.96534,1.08197,6.92356e-05,6.92356e-05,6.92356e-05
120,223.541,0.84736,1.01336,1.07198,0.8327,0.73213,0.83244,0.65543,0.89734,0.98022,1.08361,6.71698e-05,6.71698e-05,6.71698e-05
121,225.318,0.82859,1.0882,1.04994,0.84441,0.72508,0.83299,0.6544,0.89467,0.97691,1.07952,6.5104e-05,6.5104e-05,6.5104e-05
122,227.104,0.80555,0.94484,1.05137,0.83403,0.71684,0.83111,0.65624,0.89639,0.96605,1.07987,6.30382e-05,6.30382e-05,6.30382e-05
123,228.855,0.79408,0.97058,1.05064,0.86792,0.70966,0.83389,0.65741,0.89598,0.9597,1.0776,6.09724e-05,6.09724e-05,6.09724e-05
124,230.891,0.79269,1.01131,1.04932,0.86329,0.71382,0.83602,0.65481,0.89532,0.9565,1.0757,5.89066e-05,5.89066e-05,5.89066e-05
125,232.699,0.82426,1.00912,1.05973,0.8581,0.72042,0.83796,0.65839,0.89554,0.95638,1.07437,5.68408e-05,5.68408e-05,5.68408e-05
126,234.555,0.75956,0.91146,1.02894,0.85282,0.71949,0.83908,0.6609,0.89112,0.95231,1.07004,5.4775e-05,5.4775e-05,5.4775e-05
127,236.365,0.79014,0.98737,1.0579,0.8234,0.72892,0.84059,0.66181,0.88983,0.94353,1.06925,5.27092e-05,5.27092e-05,5.27092e-05
128,238.201,0.78755,0.9771,1.03737,0.8024,0.74688,0.83941,0.66212,0.88911,0.9401,1.06925,5.06434e-05,5.06434e-05,5.06434e-05
129,240.048,0.79042,0.95095,1.04157,0.80387,0.749,0.84003,0.66338,0.88966,0.94252,1.06953,4.85776e-05,4.85776e-05,4.85776e-05
130,241.864,0.75251,0.89426,1.02979,0.81948,0.74267,0.83815,0.65971,0.8906,0.93619,1.0715,4.65118e-05,4.65118e-05,4.65118e-05
131,243.778,0.79129,0.9321,1.05798,0.78781,0.76042,0.8371,0.65751,0.89118,0.94029,1.07201,4.4446e-05,4.4446e-05,4.4446e-05
132,245.604,0.77599,0.90698,1.03174,0.8114,0.74219,0.83785,0.65758,0.89032,0.94579,1.07216,4.23802e-05,4.23802e-05,4.23802e-05
133,247.37,0.80717,0.98732,1.04754,0.81247,0.76426,0.84256,0.66329,0.89016,0.95271,1.07039,4.03144e-05,4.03144e-05,4.03144e-05
134,249.217,0.87747,1.08663,1.0935,0.81141,0.76833,0.84588,0.66414,0.88793,0.94986,1.06923,3.82486e-05,3.82486e-05,3.82486e-05
135,251.072,0.76022,0.94557,1.03513,0.81632,0.76615,0.84645,0.6678,0.88768,0.94843,1.06939,3.61828e-05,3.61828e-05,3.61828e-05
136,252.99,0.86169,1.05725,1.07979,0.82123,0.75123,0.84775,0.66817,0.88344,0.94136,1.06764,3.4117e-05,3.4117e-05,3.4117e-05
137,254.842,0.77562,0.93994,1.04126,0.85627,0.72542,0.84854,0.66952,0.88218,0.93719,1.06588,3.20512e-05,3.20512e-05,3.20512e-05
138,256.647,0.79244,0.93592,1.03309,0.87795,0.71371,0.84981,0.67132,0.88054,0.93202,1.06604,2.99854e-05,2.99854e-05,2.99854e-05
139,258.504,0.79791,0.97252,1.06851,0.87489,0.71438,0.84957,0.67274,0.87863,0.92788,1.06528,2.79196e-05,2.79196e-05,2.79196e-05
140,260.404,0.74746,0.91145,1.04058,0.86188,0.71875,0.84626,0.67199,0.87737,0.92507,1.06514,2.58538e-05,2.58538e-05,2.58538e-05
141,264.25,0.6675,0.87238,0.96746,0.8194,0.73558,0.83868,0.66858,0.87731,0.93497,1.06485,2.3788e-05,2.3788e-05,2.3788e-05
142,266.266,0.65245,0.8425,0.97101,0.82981,0.74616,0.82718,0.65645,0.88257,0.95265,1.06853,2.17222e-05,2.17222e-05,2.17222e-05
143,268.469,0.66714,0.87755,0.96262,0.83058,0.74211,0.8279,0.65451,0.88473,0.96352,1.06976,1.96564e-05,1.96564e-05,1.96564e-05
144,270.61,0.66334,0.87737,0.95889,0.81114,0.75358,0.82462,0.65287,0.8868,0.97253,1.07083,1.75906e-05,1.75906e-05,1.75906e-05
145,272.512,0.63094,0.81126,0.95722,0.80913,0.74287,0.8178,0.64839,0.88694,0.97935,1.06932,1.55248e-05,1.55248e-05,1.55248e-05
146,274.36,0.64152,0.82676,0.95067,0.78996,0.73657,0.81942,0.64845,0.88841,0.97751,1.0696,1.3459e-05,1.3459e-05,1.3459e-05
147,276.011,0.63007,0.79885,0.94795,0.80824,0.7324,0.8189,0.64518,0.89024,0.97812,1.06975,1.13932e-05,1.13932e-05,1.13932e-05
148,277.797,0.6199,0.75676,0.95784,0.74697,0.76995,0.81853,0.64558,0.8895,0.97884,1.06847,9.3274e-06,9.3274e-06,9.3274e-06
149,279.472,0.61946,0.76898,0.94237,0.80914,0.73208,0.81698,0.64533,0.89019,0.98166,1.07156,7.2616e-06,7.2616e-06,7.2616e-06
150,281.252,0.61006,0.74382,0.94661,0.7734,0.77358,0.81643,0.64489,0.88946,0.97996,1.0722,5.1958e-06,5.1958e-06,5.1958e-06
