epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,108.132,0.84059,1.28049,1.06835,0.60139,0.67476,0.70133,0.54582,0.92485,1.29669,1.08685,0.00020971,0.00020971,0.00020971
52,109.825,0.84256,1.39498,1.06085,0.61581,0.66071,0.68369,0.53199,0.92547,1.34133,1.08977,0.000207644,0.000207644,0.000207644
53,111.512,0.85205,1.28937,1.07152,0.58477,0.70804,0.69246,0.53906,0.92154,1.30077,1.0912,0.000205578,0.000205578,0.000205578
54,113.175,0.8639,1.33536,1.0664,0.61849,0.69879,0.69568,0.54607,0.92381,1.27811,1.09611,0.000203513,0.000203513,0.000203513
55,114.947,0.81895,1.21595,1.04996,0.59899,0.71824,0.6891,0.53987,0.93161,1.2817,1.09766,0.000201447,0.000201447,0.000201447
56,117.042,0.86099,1.30013,1.06778,0.59965,0.68742,0.6785,0.52499,0.92883,1.29482,1.09083,0.000199381,0.000199381,0.000199381
57,118.792,0.80565,1.20457,1.03197,0.57722,0.71032,0.68129,0.52113,0.94672,1.28318,1.10303,0.000197315,0.000197315,0.000197315
58,120.433,0.85657,1.31258,1.06273,0.66678,0.6637,0.69699,0.53727,0.95975,1.25641,1.11353,0.000195249,0.000195249,0.000195249
59,122.037,0.82706,1.24091,1.05096,0.6704,0.67625,0.71579,0.55541,0.94221,1.22449,1.10351,0.000193184,0.000193184,0.000193184
60,123.761,0.85974,1.19838,1.0741,0.63676,0.69748,0.7273,0.57136,0.91748,1.19553,1.08698,0.000191118,0.000191118,0.000191118
61,125.506,0.84769,1.1935,1.05794,0.60581,0.73271,0.73412,0.57038,0.91086,1.18893,1.08157,0.000189052,0.000189052,0.000189052
62,127.209,0.84693,1.15409,1.06016,0.60581,0.73522,0.73274,0.56875,0.91312,1.19379,1.08736,0.000186986,0.000186986,0.000186986
63,128.979,0.78798,1.09127,1.02298,0.62796,0.72749,0.74048,0.57641,0.90831,1.17851,1.08664,0.00018492,0.00018492,0.00018492
64,130.756,0.82453,1.12569,1.04311,0.66946,0.72657,0.76428,0.59851,0.90007,1.11142,1.07848,0.000182855,0.000182855,0.000182855
65,132.528,0.80783,1.14057,1.02801,0.74791,0.69294,0.7807,0.61257,0.90595,1.08836,1.07514,0.000180789,0.000180789,0.000180789
66,134.308,0.85402,1.13284,1.06592,0.7141,0.7324,0.78244,0.60983,0.91397,1.10146,1.07464,0.000178723,0.000178723,0.000178723
67,136.03,0.80191,1.0864,1.04692,0.72728,0.71404,0.77443,0.60194,0.9181,1.10769,1.0772,0.000176657,0.000176657,0.000176657
68,137.646,0.81066,1.0803,1.03092,0.6843,0.73234,0.76795,0.60013,0.91674,1.12296,1.07704,0.000174591,0.000174591,0.000174591
69,139.413,0.80385,1.02749,1.05125,0.69949,0.71873,0.76267,0.59813,0.91725,1.12795,1.07897,0.000172526,0.000172526,0.000172526
70,141.073,0.78606,1.05394,1.03817,0.69247,0.71447,0.75593,0.59745,0.91236,1.1517,1.0805,0.00017046,0.00017046,0.00017046
71,143.081,0.81335,1.09826,1.07189,0.67575,0.71579,0.75554,0.59736,0.91356,1.16599,1.08418,0.000168394,0.000168394,0.000168394
72,144.817,0.77898,1.06606,1.04357,0.66791,0.72828,0.75723,0.58691,0.92917,1.13626,1.09532,0.000166328,0.000166328,0.000166328
73,146.482,0.79339,1.01964,1.03648,0.67431,0.75462,0.77032,0.60224,0.92324,1.08634,1.08701,0.000164262,0.000164262,0.000164262
74,148.264,0.78694,1.03801,1.04239,0.68427,0.78056,0.78432,0.61339,0.90691,1.05154,1.07551,0.000162197,0.000162197,0.000162197
75,149.989,0.77581,0.99079,1.00842,0.6921,0.77981,0.78919,0.6169,0.90642,1.04914,1.07632,0.000160131,0.000160131,0.000160131
76,151.734,0.78828,0.96901,1.02075,0.70629,0.74529,0.78828,0.61767,0.91524,1.05715,1.08317,0.000158065,0.000158065,0.000158065
77,153.487,0.81146,1.05912,1.04704,0.6733,0.77332,0.7865,0.61112,0.9222,1.08843,1.08876,0.000155999,0.000155999,0.000155999
78,155.172,0.78921,1.01007,1.03553,0.69231,0.7661,0.79176,0.61631,0.92214,1.095,1.08543,0.000153933,0.000153933,0.000153933
79,156.989,0.78071,1.00569,1.01888,0.70665,0.75127,0.79323,0.61777,0.91485,1.08595,1.07952,0.000151868,0.000151868,0.000151868
80,158.685,0.77795,1.01688,1.02786,0.76299,0.73826,0.80009,0.62302,0.90951,1.04699,1.07975,0.000149802,0.000149802,0.000149802
81,160.353,0.78328,1.02186,1.04306,0.72516,0.7699,0.80365,0.63084,0.89407,1.00927,1.0727,0.000147736,0.000147736,0.000147736
82,162.044,0.78353,0.97467,1.03483,0.67861,0.80013,0.81534,0.64207,0.89812,1.01316,1.07241,0.00014567,0.00014567,0.00014567
83,163.77,0.79395,0.98581,1.02601,0.70699,0.77449,0.81075,0.64009,0.90011,1.01099,1.07218,0.000143604,0.000143604,0.000143604
84,165.414,0.76703,0.92014,1.04424,0.78502,0.72743,0.80707,0.63131,0.9138,1.02649,1.08219,0.000141539,0.000141539,0.000141539
85,167.211,0.7387,0.87623,1.00509,0.74651,0.74616,0.80242,0.62651,0.92941,1.05281,1.08897,0.000139473,0.000139473,0.000139473
86,168.976,0.75858,0.92342,1.02099,0.78101,0.73034,0.80908,0.63065,0.9182,1.02847,1.08349,0.000137407,0.000137407,0.000137407
87,170.544,0.75512,0.91701,1.01187,0.73351,0.77379,0.81179,0.63684,0.91018,1.00816,1.08156,0.000135341,0.000135341,0.000135341
88,172.449,0.774,0.94824,1.02208,0.76619,0.77038,0.81758,0.64118,0.91131,0.98626,1.08929,0.000133275,0.000133275,0.000133275
89,174.24,0.75669,0.9305,1.01129,0.78859,0.77117,0.82009,0.65024,0.91067,0.98027,1.09295,0.00013121,0.00013121,0.00013121
90,175.955,0.76343,1.01199,1.02539,0.79277,0.77767,0.81983,0.64246,0.91263,0.97562,1.09149,0.000129144,0.000129144,0.000129144
91,177.653,0.76506,0.91345,1.02953,0.79816,0.76471,0.82181,0.64145,0.91249,0.96889,1.08833,0.000127078,0.000127078,0.000127078
92,179.365,0.7708,0.8984,1.03906,0.80772,0.76411,0.83367,0.64992,0.92008,0.94816,1.08913,0.000125012,0.000125012,0.000125012
93,181.145,0.77715,0.92915,1.02661,0.83214,0.75655,0.83918,0.65625,0.91329,0.93199,1.07881,0.000122946,0.000122946,0.000122946
94,182.845,0.73427,0.96852,1.01428,0.79221,0.77818,0.83534,0.65219,0.92601,0.96014,1.08692,0.000120881,0.000120881,0.000120881
95,184.484,0.74974,0.89843,1.04144,0.77778,0.7707,0.82799,0.64917,0.92579,0.9729,1.08945,0.000118815,0.000118815,0.000118815
96,186.127,0.72664,0.86605,1.00202,0.78805,0.76415,0.8292,0.65338,0.91746,0.97388,1.08641,0.000116749,0.000116749,0.000116749
97,187.84,0.7163,0.84262,0.99792,0.84929,0.74604,0.82989,0.64829,0.9079,0.95357,1.08014,0.000114683,0.000114683,0.000114683
98,189.573,0.77377,0.92001,1.01086,0.80825,0.7649,0.83313,0.64953,0.91348,0.94076,1.08334,0.000112617,0.000112617,0.000112617
99,191.201,0.78218,0.94597,1.03023,0.7773,0.77849,0.83053,0.6452,0.91968,0.94807,1.08807,0.000110552,0.000110552,0.000110552
100,192.959,0.75724,0.87483,1.02033,0.78642,0.75445,0.83186,0.648,0.91821,0.94131,1.08509,0.000108486,0.000108486,0.000108486
101,194.728,0.76996,0.94435,1.01608,0.80211,0.75893,0.84093,0.65984,0.90248,0.92281,1.07479,0.00010642,0.00010642,0.00010642
102,196.531,0.75761,0.90565,1.01447,0.76976,0.79346,0.84184,0.66281,0.90076,0.91238,1.07284,0.000104354,0.000104354,0.000104354
103,198.302,0.734,0.83606,1.00733,0.75858,0.80977,0.84062,0.66207,0.89629,0.91426,1.07049,0.000102288,0.000102288,0.000102288
104,199.913,0.71035,0.84283,1.00778,0.8119,0.7625,0.83817,0.65569,0.90409,0.91869,1.07431,0.000100223,0.000100223,0.000100223
105,201.61,0.74587,0.89072,1.00833,0.84282,0.73899,0.83613,0.658,0.90352,0.91583,1.07701,9.81568e-05,9.81568e-05,9.81568e-05
106,203.297,0.73113,0.87973,1.0039,0.82589,0.7473,0.83546,0.66092,0.89867,0.9286,1.07339,9.6091e-05,9.6091e-05,9.6091e-05
107,204.893,0.70227,0.84055,0.99585,0.77439,0.77678,0.83436,0.66083,0.89191,0.93015,1.07139,9.40252e-05,9.40252e-05,9.40252e-05
108,206.576,0.7181,0.83043,0.99452,0.8678,0.72596,0.84286,0.66579,0.89314,0.92928,1.07545,9.19594e-05,9.19594e-05,9.19594e-05
109,208.55,0.71118,0.82022,1.00294,0.83147,0.77415,0.84812,0.66815,0.8977,0.9236,1.0801,8.98936e-05,8.98936e-05,8.98936e-05
110,210.28,0.75205,0.87359,1.01006,0.8272,0.78821,0.85222,0.671,0.89637,0.91371,1.08038,8.78278e-05,8.78278e-05,8.78278e-05
111,211.958,0.74099,0.87713,1.00344,0.8249,0.78452,0.85062,0.66818,0.90142,0.92297,1.08391,8.5762e-05,8.5762e-05,8.5762e-05
112,213.678,0.72828,0.81155,1.0041,0.83905,0.75589,0.84277,0.65676,0.9056,0.93983,1.08455,8.36962e-05,8.36962e-05,8.36962e-05
113,215.349,0.69889,0.81656,0.97374,0.83735,0.74623,0.83598,0.65914,0.90333,0.95215,1.08197,8.16304e-05,8.16304e-05,8.16304e-05
114,217.049,0.70964,0.81451,1.00975,0.82152,0.75055,0.84063,0.66576,0.90135,0.9528,1.07779,7.95646e-05,7.95646e-05,7.95646e-05
115,218.717,0.69894,0.84863,0.99482,0.82659,0.75985,0.84445,0.67114,0.89725,0.94594,1.07354,7.74988e-05,7.74988e-05,7.74988e-05
116,220.484,0.73629,0.84699,0.99475,0.84441,0.7575,0.85066,0.67845,0.89361,0.92845,1.07337,7.5433e-05,7.5433e-05,7.5433e-05
117,222.549,0.7332,0.86848,1.01292,0.81849,0.77721,0.85454,0.67797,0.89671,0.91129,1.0739,7.33672e-05,7.33672e-05,7.33672e-05
118,224.23,0.7036,0.87983,0.98435,0.8459,0.7633,0.85347,0.67608,0.89841,0.90433,1.07641,7.13014e-05,7.13014e-05,7.13014e-05
119,225.787,0.7,0.82645,0.98885,0.84673,0.77151,0.85586,0.67297,0.89696,0.89925,1.0761,6.92356e-05,6.92356e-05,6.92356e-05
120,227.603,0.70819,0.80521,0.98559,0.84147,0.78791,0.85744,0.67391,0.89753,0.89449,1.07451,6.71698e-05,6.71698e-05,6.71698e-05
121,229.281,0.70814,0.81426,0.98681,0.83952,0.78531,0.8555,0.67673,0.89278,0.88941,1.07352,6.5104e-05,6.5104e-05,6.5104e-05
122,230.888,0.66836,0.75778,0.98561,0.83978,0.78265,0.85292,0.67838,0.88625,0.89514,1.06992,6.30382e-05,6.30382e-05,6.30382e-05
123,232.821,0.72041,0.82245,1.02032,0.83315,0.7822,0.85314,0.67638,0.88693,0.89672,1.069,6.09724e-05,6.09724e-05,6.09724e-05
124,234.563,0.69054,0.85053,0.99654,0.86078,0.75967,0.85736,0.6834,0.88539,0.89578,1.06633,5.89066e-05,5.89066e-05,5.89066e-05
125,236.379,0.71557,0.80776,1.01383,0.85078,0.76126,0.85475,0.68049,0.8862,0.89917,1.06544,5.68408e-05,5.68408e-05,5.68408e-05
126,238.015,0.69996,0.79765,0.99736,0.83764,0.77008,0.85139,0.6778,0.88678,0.8984,1.06241,5.4775e-05,5.4775e-05,5.4775e-05
127,239.577,0.72859,0.85589,1.00259,0.84683,0.76742,0.85319,0.67797,0.88575,0.90218,1.06408,5.27092e-05,5.27092e-05,5.27092e-05
128,241.327,0.7063,0.8235,0.98756,0.85251,0.77356,0.85272,0.67674,0.88341,0.8903,1.06343,5.06434e-05,5.06434e-05,5.06434e-05
129,242.994,0.69225,0.81106,0.99417,0.82039,0.79549,0.85132,0.67478,0.88364,0.88114,1.06518,4.85776e-05,4.85776e-05,4.85776e-05
130,244.588,0.69802,0.77119,0.97933,0.83861,0.78611,0.85081,0.67008,0.88968,0.87557,1.06753,4.65118e-05,4.65118e-05,4.65118e-05
131,246.482,0.66522,0.75549,0.99082,0.85119,0.78082,0.85329,0.67182,0.88828,0.87437,1.06667,4.4446e-05,4.4446e-05,4.4446e-05
132,248.322,0.68075,0.79524,0.98617,0.84195,0.78982,0.85221,0.67404,0.88343,0.87227,1.06299,4.23802e-05,4.23802e-05,4.23802e-05
133,249.945,0.68796,0.77912,0.98622,0.84568,0.77613,0.85241,0.67501,0.88613,0.87195,1.06313,4.03144e-05,4.03144e-05,4.03144e-05
134,251.705,0.7119,0.78963,0.99255,0.85118,0.76597,0.8573,0.67698,0.88647,0.86936,1.06294,3.82486e-05,3.82486e-05,3.82486e-05
135,253.388,0.72822,0.86452,1.00883,0.84749,0.76597,0.85781,0.67838,0.8873,0.87105,1.06277,3.61828e-05,3.61828e-05,3.61828e-05
136,255.197,0.69499,0.81382,0.99515,0.84756,0.75601,0.85538,0.67784,0.88273,0.8673,1.06222,3.4117e-05,3.4117e-05,3.4117e-05
137,256.887,0.7032,0.80307,0.9976,0.84099,0.76313,0.85734,0.67822,0.88551,0.86981,1.06462,3.20512e-05,3.20512e-05,3.20512e-05
138,258.533,0.69006,0.76413,0.98584,0.83431,0.77587,0.85886,0.67988,0.88422,0.87233,1.06552,2.99854e-05,2.99854e-05,2.99854e-05
139,260.219,0.68612,0.7729,0.98724,0.84273,0.77256,0.85687,0.68074,0.8856,0.87299,1.06809,2.79196e-05,2.79196e-05,2.79196e-05
140,261.951,0.70549,0.8216,1.0082,0.8198,0.78417,0.85519,0.68078,0.87973,0.87141,1.06522,2.58538e-05,2.58538e-05,2.58538e-05
141,265.812,0.62522,0.78426,0.94391,0.81742,0.79152,0.85378,0.68121,0.87736,0.87177,1.06398,2.3788e-05,2.3788e-05,2.3788e-05
142,267.974,0.62077,0.76429,0.95222,0.80693,0.78696,0.84699,0.67239,0.88535,0.89568,1.06968,2.17222e-05,2.17222e-05,2.17222e-05
143,269.861,0.62881,0.81773,0.94209,0.78367,0.80381,0.84215,0.6685,0.88867,0.91037,1.07313,1.96564e-05,1.96564e-05,1.96564e-05
144,271.755,0.62671,0.81234,0.94166,0.79499,0.77487,0.84196,0.66693,0.88995,0.92413,1.07549,1.75906e-05,1.75906e-05,1.75906e-05
145,273.731,0.59724,0.74331,0.94331,0.83687,0.74797,0.83745,0.66325,0.89167,0.9295,1.07366,1.55248e-05,1.55248e-05,1.55248e-05
146,275.521,0.60447,0.74673,0.93346,0.82364,0.75466,0.83664,0.66208,0.89178,0.92779,1.07181,1.3459e-05,1.3459e-05,1.3459e-05
147,277.275,0.60384,0.71857,0.93341,0.81231,0.75925,0.83405,0.66245,0.8923,0.92851,1.07263,1.13932e-05,1.13932e-05,1.13932e-05
148,278.944,0.58432,0.6935,0.94005,0.79676,0.76972,0.83583,0.66347,0.89342,0.92984,1.0719,9.3274e-06,9.3274e-06,9.3274e-06
149,280.606,0.58985,0.70751,0.93012,0.81046,0.75605,0.83156,0.65819,0.89509,0.93462,1.07324,7.2616e-06,7.2616e-06,7.2616e-06
150,282.272,0.58225,0.68261,0.93155,0.82292,0.75757,0.83392,0.65864,0.89504,0.93093,1.07275,5.1958e-06,5.1958e-06,5.1958e-06
